title,author,journal,date,link,new_article,new_citation,related,subject
Exciton qubit on spatial states of a triple quantum dot,AV Tsukanov,Optical and Quantum Electronics,2025-07-14 09:43:42-2025,https://link.springer.com/article/10.1007/s11082-025-08337-3,,,,microresonator
[HTML] Figure of merit for piezoelectric MEMS speakers,"M Sun, M Zhang, Y Wang, S Gong, C Sun, C Sun, C Liu…",Microsystems & …,2025-07-14 09:43:42-2025,https://www.nature.com/articles/s41378-025-00991-7,,,,microresonator
Plasmonic Multi-resonator Perfect Absorber with Narrowband Modes for Optical Sensing,"ZA Mohamed, AHM Almawgani, HS Gumaih, YS Adam",Plasmonics,2025-07-14 09:43:42-2025,https://link.springer.com/article/10.1007/s11468-025-03160-8,,,,microresonator
[HTML] Analysis and simulation of efficient electro-optic comb generation based on dual-ring detuning modulation,"Z Wan, Q Cen, K Xu, M Li, Y Dai",Optics Express,2025-06-22 13:31:14-2025,https://opg.optica.org/oe/fulltext.cfm?uri=oe-33-13-27668,,,Xiaoxiao Xue ;Xingchen Ji;Pascal Del'Haye ;Michal Lipson ;Tobias Herr ;Myoung-Gyun Suh (서명균; 徐明均) ,optical frequency combs;microresonator;Optical Computing 
"Electro‐Optic‐Locked, Frequency‐Agile Integrated Pockels Laser Driving Ultra‐Precise Ranging","Y Wu, S Shao, X Han, Q Xue, S Yang, H Chen, M Chen",Laser & Photonics Reviews,2025-07-13 02:12:04-,https://onlinelibrary.wiley.com/doi/abs/10.1002/lpor.202500245,,,Xiaoxiao Xue ;Tobias Herr ,
[HTML] 320 GHz photonic-electronic analogue-to-digital converter (ADC) exploiting Kerr soliton microcombs,"D Fang, D Drayss, H Peng, G Lihachev, C Füllner…",Light: Science & …,2025-07-12 00:54:37-2025,https://www.nature.com/articles/s41377-025-01778-1,Tobias J Kippenberg ,,Xiaoxiao Xue ;Michal Lipson ;Xingchen Ji,optical frequency combs
Broadband Frequency-hopping Radar with Fourier Domain Mode-locking Period-one Laser Dynamics,"X Yu, F Zhang, Q Xiong, X Yan, Y He, G Zhang, S Pan…",IEEE Photonics Technology …,2025-07-13 02:12:04-2025,https://ieeexplore.ieee.org/abstract/document/11048908/,,,Xiaoxiao Xue ,
[PDF] Hyperparametric solitons in nondegenerate optical parametric oscillators,"H Weng, X Ji, M Ali, EH Krock, L Wang, V Kumar…",arXiv preprint arXiv …,2025-07-12 00:54:37-2025,https://arxiv.org/pdf/2507.03626,Tobias J Kippenberg ,,Xiaoxiao Xue ;Michal Lipson ;Myoung-Gyun Suh (서명균; 徐明均) ;Tobias Herr ;Pascal Del'Haye ;Xingchen Ji,microresonator;optical frequency combs;disspiative kerr soliton
Microwave photonic spectral filters with ultra sharp rolloff bands based on microcombs,D Moss,,2025-07-04 13:46:09-2025,https://preprints.opticaopen.org/articles/preprint/Microwave_photonic_spectral_filters_with_ultra_sharp_rolloff_bands_based_on_microcombs/29430233,,,Xiaoxiao Xue ;Myoung-Gyun Suh (서명균; 徐明均) ;Tobias Herr ;Pascal Del'Haye ,"Dist. Prof. David J. Moss, Dr.(honoris causa ..."
[HTML] Low-noise frequency synthesis and terahertz wireless communication driven by compact turnkey Kerr combs,"K Jia, Y Cai, X Yi, C Qin, Z Zhao, X Wang, Y Liu…",Nature Communications,2025-07-12 00:54:37-2025,https://www.nature.com/articles/s41467-025-60630-7,,,Xiaoxiao Xue ;Michal Lipson ;Myoung-Gyun Suh (서명균; 徐明均) ;Tobias Herr ;Pascal Del'Haye ;Xingchen Ji,optical frequency combs;disspiative kerr soliton
A Microwave Photonic Neural Network in the Frequency Synthetic Dimension Using Multi-tone Single-Sideband Modulation in a Fiber Loop,"Y Guan, J Yao",Journal of Lightwave Technology,2025-06-16 01:24:12-2025,https://ieeexplore.ieee.org/abstract/document/11032132/,,,Xiaoxiao Xue ;Myoung-Gyun Suh (서명균; 徐明均) ,optical frequency combs;silicon photonics
Precision LIDAR Using Dual‐Comb Breathing Spectra,"J Huang, J Wang, Y Wang, W Du, W Wang, Z Li…",Laser & Photonics Reviews,2025-06-24 22:51:22-,https://onlinelibrary.wiley.com/doi/abs/10.1002/lpor.202500169,,,Xiaoxiao Xue ;Myoung-Gyun Suh (서명균; 徐明均) ;Tobias Herr ,optical frequency combs
Hyperspectral Dual-Comb Compressive Imaging for Minimally-Invasive Video-Rate Endomicroscopy,"MG Suh, D Dang, M Gao, Y Jin, BJ Park, B Hu…",arXiv preprint arXiv …,2025-07-12 00:54:37-2025,https://arxiv.org/abs/2507.04157,Myoung-Gyun Suh (서명균; 徐明均) ,,,optical frequency combs
[PDF] Violation of local realism with spatially multimode parametric down-conversion pumped by spatially incoherent light,"C Li, J Upham, B Braverman, RW Boyd",arXiv preprint arXiv:2507.05106,2025-07-13 02:12:04-2025,https://arxiv.org/pdf/2507.05106,Robert Boyd,,,
[HTML] Metformin for patients with metastatic prostate cancer starting androgen deprivation therapy: a randomised phase 3 trial of the STAMPEDE platform protocol,"S Gillessen, L Murphy, ND James, A Sachdeva…",The Lancet Oncology,2025-07-13 02:12:04-2025,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(25)00231-1/fulltext,Robert Boyd,,,
[HTML] Chip-scale atomic spectrometer with silicon nitride optical phased array,"J Januszewicz, AP McWilliam, S Dyer, JP McGilligan…",APL Photonics,2025-07-13 02:12:04-2025,https://pubs.aip.org/aip/app/article/10/7/076104/3351731,,,Michal Lipson ;Xingchen Ji,
[PDF] Photonic Origami of Silica on a Silicon Chip with Microresonators and Concave Mirrors,"M Malhotra, R Ben-Daniel, F Cheng, T Carmon",arXiv preprint arXiv:2507.04484,2025-07-12 00:54:37-2025,https://arxiv.org/pdf/2507.04484,,,Michal Lipson ;Lan Yang ;Tobias Herr ;Pascal Del'Haye ;Xingchen Ji,microresonator
Parallel Fast Random Bit Generation Based on Spectrotemporally Uncorrelated Random Laser Comb,"Y Pang, S Ma, Q Ji, X Zhao, Z Qin, Z Liu, P Lu, X Bao…",Laser & Photonics Reviews,2025-06-16 01:24:12-,https://onlinelibrary.wiley.com/doi/abs/10.1002/lpor.202500675,,,Michal Lipson ;Tobias Herr ;Xingchen Ji,optical frequency combs
[HTML] Dispersion-tunable low-loss implanted spin-wave waveguides for large magnonic networks,"J Bensmann, R Schmidt, KO Nikolaev…",Nature Materials,2025-07-13 02:12:04-2025,https://www.nature.com/articles/s41563-025-02282-y,,,Michal Lipson ;Xingchen Ji,
[PDF] Dual frequency calibration to build a portable vapor cell optical clock with improved stability and without a frequency comb,"S Subhash, G Gopinath, S Davuluri",arXiv preprint arXiv:2507.04911,2025-07-12 00:54:37-2025,https://arxiv.org/pdf/2507.04911,,,Michal Lipson ;Xingchen Ji,optical frequency combs
[HTML] Multi-wavelength diffractive optical neural network integrated with 2D photonic crystals for joint optical classification,"Y Zhang, K Zhang, P Hu, D Li, S Feng",Nanophotonics,2025-07-12 00:54:37-2025,https://www.degruyterbrill.com/document/doi/10.1515/nanoph-2025-0168/html,,,Myoung-Gyun Suh (서명균; 徐明均) ,Optical Computing 
[HTML] Thin-film lithium niobate photonic circuit for ray tracing acceleration,"S Zhang, Z Liu, X Jiang, H Zhou, B Wu, H Zhou, B Xu…",Nature Communications,2025-07-04 20:21:36-2025,https://www.nature.com/articles/s41467-025-61234-x,Xinliang Zhang ,,Myoung-Gyun Suh (서명균; 徐明均) ;Tobias Herr ;Xingchen Ji;Xiaoxiao Xue ;Myoung-Gyun Suh (서명균; 徐明均) ,silicon photonics;Optical Computing ;Photonic Computing 
"[PDF] Label‐Free, Sensitive, and Direct Detection of Cardiac Troponin Biomarkers Using Frequency‐Locked Microring Resonators","E Diamandikos, T Shimogaki, C Szydzik, P Thurgood…",Advanced Sensor Research,2025-07-13 02:12:04-2025,https://advanced.onlinelibrary.wiley.com/doi/pdf/10.1002/adsr.202500049,,,Myoung-Gyun Suh (서명균; 徐明均) ;Pascal Del'Haye ,
Surface Brillouin light spectroscopy of high-frequency guided elastic waves in CoFeB-multilayers on lithium niobate,"F Ugarak, L La Spina, A Solignac, Q Micard, A Mosset…",Journal of Physics D …,2025-07-13 02:12:04-2025,https://iopscience.iop.org/article/10.1088/1361-6463/adea84/meta,,,Myoung-Gyun Suh (서명균; 徐明均) ,
"A mode-locked fiber laser based on Sb2Se3 SA with switchable single, dual wavelength pulses and multi-frequencies NLSPs","X Li, Y Zhang, H Du, P Wang, G Li, M Li, L Qin, J Zhang…",Optics & Laser Technology,2025-07-04 20:21:36-2025,https://www.sciencedirect.com/science/article/pii/S0030399225010837,,,Myoung-Gyun Suh (서명균; 徐明均) ;Tobias Herr ,optical frequency combs
Non-Hermitian glide-time symmetry: Topology and dynamics,"LW Wang, JH Jiang",Physical Review B,2025-07-13 02:12:04-2025,https://link.aps.org/pdf/10.1103/plv9-t1w5,,,Lan Yang ,
[HTML] Observation of an all-fiber Fano resonance comb,"X Li, Y Wang, M Zhou, Y Zhang, X Jin, J Xia, Y Duan…",Optics Letters,2025-06-22 06:01:08-2025,https://opg.optica.org/viewmedia.cfm?uri=ol-50-13-4202&seq=0&html=true,,,Tobias Herr ;Xingchen Ji;Michal Lipson ;Myoung-Gyun Suh (서명균; 徐明均) ,
[PDF] Thouless pumping of solitons in a nonlocal medium,"F Ye, AH Ryazhapov, YV Kartashov, VV Konotop",arXiv preprint arXiv:2507.05840,2025-07-13 02:12:04-2025,https://arxiv.org/pdf/2507.05840,,,Tobias Herr ,
[PDF] Quantum annealing in capacitively coupled Kerr parametric oscillators using frequency-chirped drives,"T Yamaji, S Masuda, Y Kano, Y Kawakami…",arXiv preprint arXiv …,2025-07-04 13:46:09-2025,https://arxiv.org/pdf/2506.23539,,,Pascal Del'Haye ;Myoung-Gyun Suh (서명균; 徐明均) ,
Robust imaging flow cytometer based on in-silico optofluidic time-stretch imaging with assistance of optical phase,"S Chen, H Yan, S Gao, TH Xiao, CX Shan",Talanta,2025-07-13 02:12:04-2025,https://www.sciencedirect.com/science/article/pii/S0039914025009932,,,Pascal Del'Haye ,
On-chip ultra-low-loss chalcogenide glass optical waveguides and resonators for mid-infrared photonics,H Le,,2025-07-13 02:12:04-,https://a3meta.net/2025/invited/A3meta%20Abstract_invited%20speaker-16.pdf,,,Pascal Del'Haye ,
[HTML] Broadband on-chip dispersion compensation at 2-µm waveband using silicon nitride chirped Bragg gratings,"K Huang, Y Huang, J Wei, R Wang, S Yu",Optics Express,2025-06-18 18:55:59-2025,https://opg.optica.org/viewmedia.cfm?uri=oe-33-13-26939&seq=0&html=true,,,Xingchen Ji,silicon photonics;microresonator;optical frequency combs;disspiative kerr soliton
[HTML] Terabits without fibres,"Z Xie, QF Yang",Light: Science & Applications,2025-07-04 20:21:36-2025,https://www.nature.com/articles/s41377-025-01921-y,Qi-Fan Yang,,,optical frequency combs;microresonator;disspiative kerr soliton
[PDF] Theory Framework of Multiplexed Photon-Number-Resolving Detectors,"X Zhao, H Qin, HX Tang, L Fan, Q Zhuang",arXiv preprint arXiv:2507.05554,2025-07-13 02:12:04-2025,https://arxiv.org/pdf/2507.05554,Hong X. Tang ,,,
[PDF] Superfluid-Cooled Transmon Qubits under Optical Excitation,"C Li, Y Wu, MCC Pace, MD LaHaye, M Senatore…",PRX Quantum,2025-07-13 02:12:04-2025,https://link.aps.org/pdf/10.1103/q99s-lrnv,Hong X. Tang ,,,
"CA 91125, USA","AA Hossain, S Murphy, DS Catherall, AJ Ardizzi",,2025-07-12 00:54:37-,https://pubs.aip.org/avs/jva/article-pdf/doi/10.1116/6.0004548/20579134/042605_1_6.0004548.am.pdf,,,,microresonator
A 22nm CMOS 15-25GHz Dual-Differential Driver for RF Silicon Photonic Front-End,"Y Luo, D Paladugu, C Madsen, K Entesari, S Palermo",,2025-07-12 00:54:37-2025,https://par.nsf.gov/biblio/10612819,,,,microresonator;silicon photonics
"[PDF] Generated multi-transparency windows, Fano resonances, and slow/fast light in an opto-magnomechanical system through magnon Squeezing",M Amazioug,arXiv preprint arXiv:2507.05442,2025-07-12 00:54:37-2025,https://arxiv.org/pdf/2507.05442,,,,microresonator
Chiral Single Photon Routing via Cavity-Assisted Spin-Momentum Locking,"M Rao, J Yang, C Song, Y Wang, F Wang, S Liu, Y Bie…",Nano Letters,2025-07-12 00:54:37-2025,https://pubs.acs.org/doi/abs/10.1021/acs.nanolett.5c02598,,,,microresonator
Casimir Polarization of the Electromagnetic Field Vacuum in the Vicinity of Particles As a Determining Factor of Their Interactions: Phenomenology,SF Timashev,Russian Journal of Physical Chemistry A,2025-07-12 00:54:37-2025,https://link.springer.com/article/10.1134/S0036024425700797,,,,microresonator
Asymmetric Poly (methylmethacrylate)-based polyelectrolyte multilayer membranes: The role of polyanion structure on separation properties,"R Niestroj-Pahl, A Domaç, I Achterhuis, L Dähne…",Journal of Membrane …,2025-07-12 00:54:37-2025,https://www.sciencedirect.com/science/article/pii/S0376738825007227,,,,microresonator
[PDF] Entanglement Purification by Integrated Silicon Photonics,"Y Yu, S Zhou, M Zahidy, C Vigliar, K Rottwitt…",arXiv preprint arXiv …,2025-07-12 00:54:37-2025,https://arxiv.org/pdf/2507.03604,,,,silicon photonics
Power Integrity Design of a 56Gb/s Si-Photonic Optical Link for Memory Applications,"S Dubey, D Oh, S Khalili, S Pothukuchi, A Aggarwal…",2025 IEEE 75th Electronic …,2025-07-12 00:54:37-2025,https://ieeexplore.ieee.org/abstract/document/11038000/,,,,silicon photonics
"Functional Demonstrator of a 256 Channels Beam Steering Device of a Lidar for Autonomous Driving Including Silicon Photonics, 3D and Advanced Packaging …","T Mourier, NMA Berchet, L Boutafa, S Benahmed…",2025 IEEE 75th Electronic …,2025-07-12 00:54:37-2025,https://ieeexplore.ieee.org/abstract/document/11037979/,,,,silicon photonics
Electronic Photonic Integrated Circuits (EPICs): Fundamentals and Applications,V Saxena,2025 IEEE International Symposium on Circuits and …,2025-07-12 00:54:37-2025,https://ieeexplore.ieee.org/abstract/document/11043834/,,,,silicon photonics
[PDF] Distributed-Feedback (DFB) laser stabilization using a ring resonator in silicon on insulator,H Kazerooni Haghighat,,2025-07-12 00:54:37-2025,https://open.library.ubc.ca/media/download/pdf/24/1.0449298/4,,,,silicon photonics
[PDF] High‐Endurance and Energy‐Efficient All‐Optical Programming of Scalable Silicon Waveguides with Integrated Phase‐Change Material Patches,"R Sawant, A Albanese, A Rogemont…",Advanced Optical Materials,2025-07-12 00:54:37-2025,https://advanced.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adom.202500775,,,,silicon photonics;Photonic Computing ;Optical Computing 
Low Temperature Solder Reliability Study for Photonics Packages,"N Islam, C Yang, W Zong, D Qiu",2025 IEEE 75th Electronic Components and …,2025-07-12 00:54:37-2025,https://ieeexplore.ieee.org/abstract/document/11038039/,,,,silicon photonics
Planar Waveguides: The Future of Photonics,HPWE High-Spee,,2025-07-12 00:54:37-,https://www.numberanalytics.com/blog/planar-waveguides-future-photonics,,,,silicon photonics
The potential of multidimensional photonic computing,"I Bente, S Taheriniya, F Lenzini…",Nature Reviews Physics,2025-07-12 00:54:37-2025,https://www.nature.com/articles/s42254-025-00843-3,,,,silicon photonics;Photonic Computing ;Optical Computing 
Thin film lithium niobate for photonic computing-from concepts to products. Invited Paper,"V Brasch, G Vest, N Hoppe, O Post, T Brede, A Abt",… Conference on Computing …,2025-07-12 00:54:37-2025,https://dl.acm.org/doi/abs/10.1145/3706594.3732237,,,,Photonic Computing 
[PDF] Reconfigurable non-Abelian geometric phase in hybrid integrated photonics,"Y Chen, J Zhang, J Xiang, A He, J Li, Y Su, X Guo",arXiv preprint arXiv:2507.03955,2025-07-12 00:54:37-2025,https://arxiv.org/pdf/2507.03955,,,,Photonic Computing ;Optical Computing 
[PDF] Exploring Gain-Doped-Waveguide-Synapse for Neuromorphic Applications: A Pulsed Pump-Signal Approach,"R Otupiri, R Stabile",arXiv preprint arXiv:2507.05931,2025-07-12 00:54:37-2025,https://arxiv.org/pdf/2507.05931,,,,Photonic Computing 
76 HoloNeuroNet: A nano-holography-based AI optical computing framework,"A Sinha, P Sharma",A Study on Next-Generation Materials and Devices,2025-07-12 00:54:37-2025,https://books.google.com/books?hl=zh-CN&lr=&id=QIprEQAAQBAJ&oi=fnd&pg=PA391&dq=Optical+Computing&ots=rPHes34N4W&sig=2VVeKNs-8WOC8FKvltbsVm5UNHI,,,,Optical Computing 
[PDF] Beamforming innovations for wireless communication and optical computation,X Yang,,2025-07-12 00:54:37-2025,https://theses.lib.polyu.edu.hk/bitstream/200/13657/3/8099.pdf,,,,Optical Computing 
Metaphotonics for optical edge detection,T Badlo,,2025-07-12 00:54:37-,https://a3meta.net/2025/invited/A3meta%20Abstract_invited%20speaker-03.pdf,,,,Optical Computing 
[PDF] Model-free Optical Processors using In Situ Reinforcement Learning with Proximal Policy Optimization,"Y Li, S Chen, T Gong, A Ozcan",arXiv preprint arXiv:2507.05583,2025-07-12 00:54:37-2025,https://arxiv.org/pdf/2507.05583,,,,Optical Computing 
"Solving Partial Differential Equations on an Analog, Optical Platform. Invited Paper","C Tradonsky, O Wolf, T Vaknin, D Gluck, D Furman",… Conference on Computing …,2025-07-12 00:54:37-2025,https://dl.acm.org/doi/abs/10.1145/3706594.3729406,,,,Optical Computing 
[PDF] Experimental Investigation of Optical Processing With Spatial Light Modulation,"MG Damaceno, A Mucherino, RM de Araújo…",arXiv preprint arXiv …,2025-07-12 00:54:37-2025,https://arxiv.org/pdf/2507.03821,,,,Optical Computing 
[PDF] Universal quantum melting of quasiperiodic attractors in driven-dissipative cavities,"C Nowoczyn, L Mathey, K Seibold",arXiv preprint arXiv:2507.03764,2025-07-12 00:54:37-2025,https://arxiv.org/pdf/2507.03764,,,,disspiative kerr soliton
Refinement of the L 2-decay estimate of solutions to nonlinear Schrödinger equations with attractive-dissipative nonlinearity: N. Kita et al.,"N Kita, H Miyazaki, T Sato",Journal of Evolution Equations,2025-07-12 00:54:37-2025,https://link.springer.com/article/10.1007/s00028-025-01097-3,,,,disspiative kerr soliton
The Enigmatic Neutrino,BG Sidharth,The Dark Energy Paradigm: The Mysterious Universe,2025-07-12 00:54:37-2025,https://link.springer.com/chapter/10.1007/978-981-96-3745-4_3,,,,disspiative kerr soliton
[PDF] Silicon Nitride Microresonator Raman Lasers,"Y Zheng, H Tan, A Jacobsen, Y Liu, C Ye, Y Zhao…",arXiv preprint arXiv …,2025-06-19 21:24:05-2025,https://arxiv.org/pdf/2506.12658,,,Lan Yang ;Tobias Herr ;Xingchen Ji;Michal Lipson ;Pascal Del'Haye ,microresonator;optical frequency combs;silicon photonics
[PDF] Non-Bloch Band Theory for 2D Geometry-Dependent Non-Hermitian Skin Effect,"C Wang, J Pi, Q Liu, Y Li, YC Liu",arXiv preprint arXiv:2506.22743,2025-07-07 16:24:06-2025,https://arxiv.org/pdf/2506.22743,,,Lan Yang ,
[PDF] Dynamical non-Hermitian systems: Fingerprints and pure dephasing induced protection effect,"W Ma, H Zhang, J Liu",arXiv preprint arXiv:2506.12298,2025-07-07 16:24:06-2025,https://arxiv.org/pdf/2506.12298,,,Lan Yang ,
Precise Spectral Measurement of Acetylene Enabled by an All-fiber Acousto-optic Dual-comb Interferometer,"M Hu, Q Wang, H Zhang, J Lv, J Liang, R Kan, W Ren",Journal of Lightwave …,2025-07-07 02:24:05-2025,https://ieeexplore.ieee.org/abstract/document/11066248/,,,Myoung-Gyun Suh (서명균; 徐明均) ;Tobias Herr ,optical frequency combs
Toward Randomized Soliton Generation with Thulium-Doped Fiber Laser,"LT Kao, HS Wang, CK Lee, GR Lin",Optics Communications,2025-07-07 16:24:06-2025,https://www.sciencedirect.com/science/article/pii/S0030401825007230,,,Myoung-Gyun Suh (서명균; 徐明均) ,
A novel hyperspectral index for quantifying chlorophyll-a concentration in productive waters,"H Yao, J Li, Y Zhou, Y Liu, D Jiang, S Yin, X Jiang…",Remote Sensing of …,2025-06-15 19:39:56-2025,https://www.sciencedirect.com/science/article/pii/S0034425725002512,,,Myoung-Gyun Suh (서명균; 徐明均) ;Myoung-Gyun Suh (서명균; 徐明均) ,
Microwave Frequency Divider with Tunable Division Factors Based on an Optoelectronic Oscillator,"L Tang, S Liu, L Yang, Z Tang, S Li, S Pan",IEEE Photonics Technology Letters,2025-07-07 02:24:05-2025,https://ieeexplore.ieee.org/abstract/document/11068974/,,,Xiaoxiao Xue ,optical frequency combs
Performance Enhancement of the High-order QAM Transmission-based Kerr Non-linearity Coefficient Estimation Scheme for Hollow-core Fibers,"X Wang, K Lv, Z Li, R Gao, X Xin, J Yu",Journal of Lightwave Technology,2025-07-07 16:24:06-2025,https://ieeexplore.ieee.org/abstract/document/11028635/,,,Xiaoxiao Xue ,
High-bandwidth CMOS-level integrated thin-film lithium niobate electro-optic modulator at 1064 nm wavelength,"B Zhang, J Qu, Y Weng, W Jiang, J Du, X Chen…",Optics & Laser Technology,2025-06-21 03:55:19-2025,https://www.sciencedirect.com/science/article/pii/S0030399225009260,,,Xiaoxiao Xue ,optical frequency combs
[HTML] Ultrabroadband milliwatt-level resonant frequency doubling on a chip,"M Clementi, L Zatti, J Zhou, M Liscidini, CS Brès",Nature Communications,2025-07-07 02:24:05-2025,https://www.nature.com/articles/s41467-025-61468-9,,,Tobias Herr ;Michal Lipson ;Xingchen Ji,silicon photonics;microresonator;optical frequency combs
Taylor amplitude distribution for low sidelobe in thin-film lithium niobate optical phased array,"J Liu, B Wang, J Wang, L Zhang, X Gan, D Qiao, Y Li",Journal of Lightwave …,2025-07-07 02:24:05-2025,https://ieeexplore.ieee.org/abstract/document/11068134/,,,Michal Lipson ;Xingchen Ji,silicon photonics
[PDF] High computational density nanophotonic media for machine learning inference,"Z Zhao, Y Pan, J Xiang, Y Zhang, A He, Y Zhao…",arXiv preprint arXiv …,2025-06-19 21:24:05-2025,https://arxiv.org/pdf/2506.14269,,,Michal Lipson ,Optical Computing 
[PDF] Ultra-low-loss Silicon Photonic Waveguides Operating with the Wavelength-bands of 1.31/1.55/2 μm,"G Li, S Hong, L Zhang, Z Xu, D Dai",IEEE Photonics Journal,2025-07-07 02:24:05-2025,https://ieeexplore.ieee.org/iel8/4563994/4814557/11063335.pdf,,,,silicon photonics;optical frequency combs
"Suspended nanomembrane silicon micro-disk for cross-sensitivity-free, high-concentration, large-dynamic range CO2 sensing","Q Lang, R Guo, S Chen, Y Liu, X Liu, Z Zhang, T Liu…",Sensors and Actuators B …,2025-07-07 02:24:05-2025,https://www.sciencedirect.com/science/article/pii/S0925400525010366,,,,silicon photonics;microresonator
[PDF] Photonics RF front-end architectures for future satellite payloads,"M Belchovski, B Benazet, M Sotom, S Rommel",International Conference on Space …,2025-07-07 02:24:05-2025,https://research.tue.nl/files/362068354/ICSO_2024_-_Full_paper_final_version_.pdf,,,,silicon photonics
[HTML] Photonic crystal biosensor featuring an eye-shaped cavity for precise identification of cancerous cells,"S Rizk, S Abd-Elsamee, ESA Marzouk, NFF Areed",Scientific Reports,2025-07-07 02:24:05-2025,https://www.nature.com/articles/s41598-025-07938-y,,,,silicon photonics
Photo-triggered Integrated Circuits and Logic Operations Based on MoS2/PZT photoresistor,"Y Jia, K Zhang",Journal of Physics D: Applied Physics,2025-07-07 02:24:05-2025,https://iopscience.iop.org/article/10.1088/1361-6463/adebfe/meta,,,,silicon photonics
Temperature Measurement by the Shift of Interference Bands in a Fabry–Perot Microinterferometer Based on a Silicon Plate,"VT Potapov, NM Zhamaletdinov, VV Moiseev",Instruments and Experimental …,2025-07-07 02:24:05-2025,https://link.springer.com/article/10.1134/S0020441225700423,,,,silicon photonics;microresonator
[HTML] Parametric optimization of the slot waveguide characteristics using a machine-learning approach,"Y Singh, S Jena, H Subbaraman",Scientific Reports,2025-07-07 02:24:05-2025,https://www.nature.com/articles/s41598-025-07521-5,,,,silicon photonics
[PDF] Topological exciton polaritons in perovskite microcavities,R Su,Non-Hermitian and Topological Photonics,2025-07-07 02:24:05-2025,https://www.we-heraeus-stiftung.de/fileadmin/Redaktion/PDF/Seminare/2025/836-Booklet.pdf#page=35,,,,microresonator
[PDF] Modelling the Onset of Selective Non-Hermitian Skin Effects,"CD Fleming, L Ge",Non-Hermitian and Topological Photonics,2025-07-07 02:24:05-2025,https://www.we-heraeus-stiftung.de/fileadmin/Redaktion/PDF/Seminare/2025/836-Booklet.pdf#page=16,,,,microresonator;Photonic Computing 
Development and Testing of a Waveguide–Microstrip Junction in the Millimeter Range,EV Khoroshilov,Instruments and Experimental Techniques,2025-07-07 02:24:05-2025,https://link.springer.com/article/10.1134/S0020441225700460,,,,microresonator
[HTML] Effect of adjacent transitions on EIT in the lower ground state of 87Rb,"A Hassan, JT Kim, HR Noh",New Physics: Sae Mulli,2025-07-07 02:24:05-2025,https://www.npsm-kps.org/journal/view.html?doi=10.3938/NPSM.75.521,,,,microresonator
All-Optical Ultrasonic Line Detector and Camera-Based Parallel Readout Architecture for Single-Shot Photoacoustic Tomography,"P Zhang, Y Ma, P Niu, Y You, F Gao",ACS Photonics,2025-07-07 02:24:05-2025,https://pubs.acs.org/doi/abs/10.1021/acsphotonics.5c00748,,,,microresonator
Plasmonic Metal–Insulator–Metal Filter and Refractive Index Sensor Based on Semi-Rings Coupled to a Disk Resonator,"M Babaie, M Afsahi, M Danaie",Sensing and Imaging,2025-07-07 02:24:05-2025,https://link.springer.com/article/10.1007/s11220-025-00627-0,,,,microresonator
"[TXT] Santiago M. Olaizola 1, 2, José Lens 3 and Mikel Gomez-Aranzadi 1, 2 1 Ceit-Basque Research and Technology Alliance (BRTA), Manuel Lardizabal 15, 20018 …","J Fantova, A Rodríguez, L Omeñaca, O Beldarrain",,2025-07-07 02:24:05-,https://dadun.unav.edu/server/api/core/bitstreams/5c334fe9-f02d-44f8-882d-7b3b7694c873/content,,,,microresonator
[HTML] Self-Mode-Locking and Frequency-Modulated Comb Semiconductor Disk Lasers,A Rahimi-Iman,Photonics,2025-07-07 02:24:05-2025,https://www.mdpi.com/2304-6732/12/7/677,,,,optical frequency combs;disspiative kerr soliton
[HTML] Topological hysteretic winding for temporal anti-lasing,"H Qin, Z Zhang, J Wang, R Fleury",Nature Communications,2025-07-07 02:24:05-2025,https://www.nature.com/articles/s41467-025-61282-3,,,,optical frequency combs
Control and characterization of Raman coherence induced by quantum noise in gas-filled hollow core fibers,"J Ignacchiti, A Reigue, F Amrani, B Debord, F Gérôme…",Quantum in Photonic …,2025-07-07 02:24:05-2025,https://hal.science/hal-05143723/document,,,,optical frequency combs
[PDF] Restoration of the output light power of laser diode,MT CHUGHTA,,2025-07-07 02:24:05-,http://pe.org.pl/articles/2025/6/30.pdf,,,,optical frequency combs
Design of Ultra-low-loss Hollow-core Polarization Maintaining Fibers with Hybrid Nested Semi-tube Geometry,"J Cheng, Y Xiao",Optics Communications,2025-07-07 02:24:05-2025,https://www.sciencedirect.com/science/article/pii/S0030401825007217,,,,optical frequency combs
[TXT] COMPUTATION AND STABILITY ANALYSIS OF PERIODICALLY STATIONARY,PINASP LASE,,2025-07-07 02:24:05-,https://utd-ir.tdl.org/server/api/core/bitstreams/20f9cf4e-8ea5-490d-9748-1a6b212fa952/content,,,,disspiative kerr soliton
[PDF] The Dead Universe Theory (DUT): The Cosmology of the Asymmetric Thermodynamic Retraction of the Cosmos-Review Article,J Almeid,,2025-07-07 02:24:05-,https://www.academia.edu/download/123361799/International_Journal_The_Dead_Universe_Theory_DUT_.docx_1_.pdf,,,,disspiative kerr soliton
